Promoter,Threshold,Activation,S5PInt,S2PInt,Contact,DistActivation
3,20,10,43.0806,8.64865,17.01,123.188
3,20,10,3.7591,0.540541,0.26,134.621
3,20,10,21.8971,4.86486,8.35,114.682
3,30,10,29.4678,3.24324,9.51,105.128
3,30,10,41.5046,5.94595,14.51,116.748
3,30,10,27.8906,3.78378,10.18,109.07
3,30,10,34.3195,6.74595,14.07,109.976
3,30,10,60.1131,8.11892,23.14,107.659
3,30,10,29.0528,2.16216,9.63,104.477
3,30,10,29.5596,6.48649,11.58,136.413
3,30,10,21.2252,4.32432,7.09,127.593
3,30,10,19.111,5.40541,7.6,112.921
3,30,10,20.6995,5.40541,8.41,110.507
3,30,10,12.012,3.24324,3.9,154.699
3,30,10,38.5099,5.94595,15.41,107.525
3,30,10,27.8411,3.78378,9.15,107.97
3,30,10,24.961,4.52973,9.39,110.799
3,30,10,30.4496,5.78378,10.92,120.618
3,30,10,4.3617,0,0.01,0
3,30,10,4.2313,0,0,0
3,30,10,37.4696,5.40541,12.92,122.831
3,30,10,21.537,4.86486,8.39,138.679
3,30,10,34.0295,7.04865,14.27,130.197
3,40,10,73.1901,6.36757,27.2,108.164
3,40,10,34.0038,3.98919,11.7,112.15
3,40,10,10.539,1.08108,2.36,122.273
3,40,10,17.1524,1.62162,5.15,112.536
3,40,10,30.707,3.24324,10.66,120.809
3,40,10,6.6001,1.85946,1.3,111.701
3,40,10,47.2653,5.94595,17.48,110.238
3,40,10,13.4937,2.7027,3.95,126.188
3,40,10,37.8766,5.2,13.21,107.404
3,40,10,28.031,2.7027,9.72,108.419
3,40,10,32.1259,3.36216,11.82,114.305
3,40,10,15.2635,2.16216,5.24,104.462
3,40,10,3.5937,0,0.09,0
3,40,10,35.4478,10.2703,15.18,125.396
3,40,10,26.4313,1.62162,8.34,137.536
3,40,10,62.3043,10.2703,24.43,108.236
3,40,10,33.8142,5.84865,12.25,106.434
3,40,10,47.0253,8.54054,19.04,112.276
3,40,10,22.5287,3.79459,7.73,110.847
3,40,10,80.7732,15.4595,33.08,117.16
3,50,10,33.5362,2.60541,11.56,103.429
3,50,10,50.2192,5.98919,19.12,106.528
3,50,10,13.2524,2.7027,4.12,111.144
3,50,10,24.6133,3.78378,8.11,110.304
3,50,10,86.7595,17.0811,38.9,114.526
3,50,10,33.4965,5.94595,13.13,109.892
3,50,10,12.1981,3.1027,4.35,136.546
3,50,10,15.6127,1.62162,4.64,107.74
3,50,10,59.1872,5.00541,21.22,110.077
3,50,10,34.1513,5.6,12.13,124.76
3,50,10,3.6094,0,0,0
3,50,10,12.032,3.24324,3.58,113.863
3,50,10,20.8296,1.08108,6.04,112.125
3,50,10,21.6306,5.94595,8.96,122.912
3,50,10,52.319,10.2703,22.58,117.147
3,50,10,31.9261,6.35676,12,108.71
3,50,10,25.8061,3.6,9.06,111.343
3,50,10,25.0868,5.94595,9.82,118.298
3,50,10,8.6711,0,1.73,0
3,50,10,61.9687,9.09189,24.15,110.484
3,60,10,4.4489,0.540541,0.21,111.438
3,60,10,44.5899,8.10811,17.24,121.418
3,60,10,24.505,4.32432,8.82,106.303
3,60,10,52.9281,10.2703,22.26,110.739
3,60,10,13.9877,0.540541,3.83,93.3751
3,60,10,41.8778,7.02703,15.33,110.717
3,60,10,82.9296,12.4324,33.55,114.508
3,60,10,23.9707,2.7027,7.87,109.669
3,60,10,23.2297,3.24324,7.48,112.377
3,60,10,31.7303,4.32432,11.17,119.718
3,60,10,4.405,0,0.01,0
3,60,10,31.6418,4.33514,12.3,117.167
3,60,10,32.7885,3.78378,12.03,106.057
3,60,10,47.7258,9.72973,18.69,112.114
3,60,10,48.7973,5.07027,18.32,111.177
3,60,10,38.5665,3.92432,13.93,102.693
3,60,10,34.3407,6.48649,13.37,123.499
3,60,10,42.1716,5.68649,15.64,112.232
3,60,10,48.4099,8.10811,19.24,105.795
3,60,10,36.1873,5.15676,12.61,118.259
3,70,10,21.4191,4.74595,8.47,116.001
3,70,10,24.922,3.24324,8.35,118.081
3,70,10,68.0076,7.56757,26.28,106.513
3,70,10,12.0943,0.540541,3.28,98.4895
3,70,10,48.1736,9.12432,18.35,108.478
3,70,10,20.0256,2.7027,6.76,101.505
3,70,10,60.3295,7.02703,22.45,108.619
3,70,10,24.2092,4.28108,9.35,114.829
3,70,10,18.772,2.15135,5.84,103.26
3,70,10,36.272,5.94595,13.15,106.754
3,70,10,41.9969,7.56757,17.12,112.974
3,70,10,8.4926,1.62162,2.21,99.9381
3,70,10,4.1364,0,0,0
3,70,10,33.9346,4.86486,12.35,104.322
3,70,10,9.5724,2.7027,2.92,116.812
3,70,10,24.4785,3.78378,9.51,101.629
3,70,10,27.5523,3.78378,9.92,100.151
3,70,10,72.06,14.0541,30.92,115.558
3,70,10,25.4678,3.75135,9.18,128.292
3,70,10,14.0928,2.16216,4.12,102.63
3,75,10,33.1697,3.24324,11.37,95.2135
3,75,10,17.5495,2.7027,6.09,116.029
3,75,10,22.4478,6.48649,9.69,120.245
3,75,10,27.3248,5.52432,10.33,121.777
3,75,10,4.4043,0,0.01,0
3,75,10,3.9667,0.540541,0.24,116.617
3,75,10,41.7042,8.64865,17.2,108.001
3,75,10,26.9198,4.86486,10.21,113.31
3,75,10,27.4827,3.24324,9.29,102.915
3,75,10,4.1248,0,0,0
3,75,10,24.6935,3.78378,9.6,107.424
3,75,10,3.8227,0,0,0
3,75,10,86.0263,15.1351,33.73,112.063
3,75,10,32.4149,5.94595,13.06,127.606
3,75,10,12.6988,2.03243,3.93,106.08
3,75,10,13.6245,2.7027,4.77,106.241
3,75,10,28.3494,5.11351,10.02,114.518
3,75,10,65.5004,12.7135,26.74,107.644
3,75,10,63.3439,9.49189,24.07,112.613
3,75,10,21.9742,5.40541,8.81,111.395
3,80,10,30.8362,5.87027,11.46,102.753
3,80,10,4.1999,0.540541,0.24,125.69
3,80,10,37.0758,8.10811,15.84,106.799
3,80,10,30.4638,3.78378,10.54,105.946
3,80,10,25.3702,4.50811,9.51,104.056
3,80,10,5.208,0,0.66,0
3,80,10,62.5113,7.02703,23.48,109.015
3,80,10,17.0179,3.24324,5.95,104.883
3,80,10,23.1089,4.32432,8.46,119.723
3,80,10,31.8381,4.59459,11.39,114.737
3,80,10,73.298,9.89189,28.04,104.613
3,80,10,3.7169,0,0,0
3,80,10,27.7797,3.24324,9.64,113.777
3,80,10,44.424,7.02703,16.65,124.331
3,80,10,58.8193,7.71892,22.81,108.098
3,80,10,29.3209,6.48649,11.74,114.173
3,80,10,51.3802,8.64865,19.24,107.935
3,80,10,30.3527,5.04865,11.48,105.295
3,80,10,6.407,0.540541,1.09,133.286
3,80,10,62.184,9.34054,23.94,106.995
3,90,10,91.0859,15.0162,36,107.351
3,90,10,18.8792,3.24324,6.71,120.566
3,90,10,19.5862,3.78378,6.53,103.505
3,90,10,51.7112,6.48649,19.83,109.362
3,90,10,25.6087,2.7027,8.19,109.797
3,90,10,49.2962,7.56757,18.65,118.778
3,90,10,25.0047,3.78378,8.59,107.816
3,90,10,41.5425,4.32432,14.63,109.063
3,90,10,14.8943,2.37838,4.51,101.564
3,90,10,62.7444,9.72973,24.37,108.29
3,90,10,46.6021,6.48649,17.74,112.904
3,90,10,32.6026,4.86486,11.82,110.463
3,90,10,87.7383,12.973,35.99,108.534
3,90,10,34.8574,4.86486,13.11,108.432
3,90,10,21.4544,1.62162,6.53,108.62
3,90,10,5.189,0.540541,0.61,95.8936
3,90,10,4.9525,0,0.01,0
3,90,10,36.4642,3.24324,13.06,110.146
3,90,10,38.7835,6.48649,15.42,113.432
3,90,10,10.0965,1.62162,2.88,113.497
3,100,10,39.5456,7.00541,15.9,107.242
3,100,10,4.0543,0,0,0
3,100,10,62.0951,10.8432,25.15,111.353
3,100,10,8.7573,1.65405,2.39,113.371
3,100,10,74.0987,10.8324,27.84,110.258
3,100,10,3.9147,0,0,0
3,100,10,13.2193,2.19459,4.24,118.502
3,100,10,33.95,5.94595,13.17,105.997
3,100,10,35.6949,6.4973,13.69,110.591
3,100,10,52.6138,11.0378,20.82,117.402
3,100,10,63.4769,8.64865,25.25,109.849
3,100,10,60.7618,12.9946,26.18,112.44
3,100,10,50.1606,7.56757,19.17,107.533
3,100,10,31.5361,5.40541,11.71,106.297
3,100,10,30.2059,3.24324,10.85,106.676
3,100,10,31.4196,4.86486,11.59,109.089
3,100,10,30.7661,6.69189,12.61,122.311
3,100,10,23.855,1.89189,7.73,97.6031
3,100,10,30.398,3.24324,10.25,104.23
3,100,10,75.2924,14.9838,30.42,114.06
3,10,15,13.4653,2.7027,4.44,240.726
3,10,15,30.5522,4.86486,11.36,128.277
3,10,15,11.0974,3.78378,2.38,444.433
3,10,15,45.2964,10.4324,17.83,124.78
3,10,15,14.8627,3.78378,4.49,352.5
3,10,15,21.2692,6.11892,8.1,144.559
3,10,15,36.0263,6.90811,14.7,110.438
3,10,15,29.8168,9.12432,11.27,207.075
3,10,15,26.9612,11.8919,12.77,178.541
3,10,15,21.5472,7.02703,8.22,150.649
3,10,15,22.2196,9.72973,9.78,172.79
3,10,15,26.7737,8.10811,11.16,144.525
3,10,15,34.5657,8.51892,13.62,201.673
3,10,15,35.2518,9.72973,13.3,299.595
3,10,15,19.5525,7.02703,8.41,137.087
3,10,15,28.7845,10.3892,12.14,163.29
3,10,15,6.6718,4.86486,1.48,328.738
3,10,15,26.4536,9.72973,10.47,120.845
3,10,15,16.9873,3.24324,5.4,106.781
3,10,15,54.5733,16.2162,23.57,153.705
3,20,15,41.7107,6.48649,15.96,132.799
3,20,15,35.2598,9.72973,15.13,119.514
3,20,15,7.5422,0.540541,1.51,92.2547
3,20,15,53.9644,12.2811,22.18,118.648
3,20,15,7.9631,1.62162,2.35,106.415
3,20,15,18.8334,5.1027,7.01,139.978
3,20,15,38.0997,7.56757,14.54,111.353
3,20,15,70.7526,16.8541,30.44,116.643
3,20,15,23.3098,6.48649,9.02,122.425
3,20,15,27.7734,7.51351,11.23,139.435
3,20,15,4.6462,0.540541,0.23,119.551
3,20,15,14.8848,5.39459,6.05,124.51
3,20,15,12.8461,1.28649,3.74,101.106
3,20,15,4.0696,0.540541,0.39,120.756
3,20,15,13.2886,3.78378,4.34,107.155
3,20,15,20.3463,4.32432,6.93,110.67
3,20,15,16.9703,5.40541,6.37,118.629
3,20,15,29.5676,7.02703,11.52,107.085
3,20,15,8.5829,1.62162,2.08,101.884
3,20,15,16.9918,4.32432,6.29,142.331
3,30,15,72.7092,14.0541,28.94,109.868
3,30,15,17.6893,5.40541,6.75,133.79
3,30,15,17.6434,8.64865,7.45,154.739
3,30,15,25.5928,5.40541,9.78,116.983
3,30,15,35.9022,7.56757,13.55,126.8
3,30,15,3.7705,0,0.21,0
3,30,15,30.5189,9.18919,13.13,115.118
3,30,15,4.6186,1.62162,0.91,149.045
3,30,15,51.7418,12.173,21.88,114.843
3,30,15,31.2832,7.45946,12.41,115.681
3,30,15,26.0875,8.51892,11.04,114.727
3,30,15,20.6974,5.94595,7.41,134.856
3,30,15,20.5415,4.32432,6.92,149.391
3,30,15,17.344,5.27568,6.59,126.819
3,30,15,22.7196,3.24324,8.58,115.883
3,30,15,37.6121,11.3514,15.7,115.966
3,30,15,63.204,15.1351,26.99,108.845
3,30,15,22.3367,6.48649,8.92,105.687
3,30,15,23.759,6.48649,8.97,122.507
3,30,15,38.4647,10.0649,14.92,117.587
3,40,15,13.3737,3.24324,4.11,115.661
3,40,15,25.8791,7.02703,9.52,125.649
3,40,15,32.9886,7.02703,13.79,122.925
3,40,15,9.2753,2.16216,2.97,110.766
3,40,15,29.6242,6.48649,11.71,119.887
3,40,15,6.4725,1.08108,1.08,99.6436
3,40,15,21.1029,5.11351,8.25,107.93
3,40,15,15.8042,2.7027,5.15,144.572
3,40,15,19.9371,4.86486,7.16,117.354
3,40,15,22.0469,1.62162,7.17,101.064
3,40,15,7.3396,1.08108,1.25,101.579
3,40,15,30.6854,8.64865,12.8,129.526
3,40,15,52.62,9.72973,22.06,120.875
3,40,15,9.6528,2.7027,2.99,115.268
3,40,15,4.5209,0,0,0
3,40,15,8.7618,1.62162,2.09,109.811
3,40,15,35.7108,10.2703,15.66,114.299
3,40,15,35.2057,7.51351,14.39,110.884
3,40,15,18.4106,4.32432,6,113.457
3,40,15,3.5262,0,0.01,0
3,50,15,21.6654,7.02703,9.34,109.078
3,50,15,25.7883,6.47568,10.26,112.787
3,50,15,36.4525,9.24324,15,112.702
3,50,15,30.0889,5.94595,12.11,111.749
3,50,15,29.0762,4.32432,10.14,120.024
3,50,15,17.1877,5.94595,7.35,124.694
3,50,15,43.9175,10.0108,18.97,114.85
3,50,15,16.3857,3.34054,5.63,117.367
3,50,15,17.8003,4.32432,6.33,111.924
3,50,15,45.8102,12.973,20.72,120.107
3,50,15,13.3252,2.7027,3.84,140.134
3,50,15,15.0295,3.24324,5.05,117.644
3,50,15,25.1235,6.04324,9.36,128.583
3,50,15,25.5251,5.40541,9.65,110.704
3,50,15,29.2998,8.10811,13.16,116.108
3,50,15,14.8421,2.16216,5.42,113.083
3,50,15,26.5063,6.81081,10.83,110.796
3,50,15,16.6638,5.94595,5.89,123.212
3,50,15,46.5698,12.2919,20.53,107.754
3,50,15,26.3843,6.77838,10.02,107.839
3,60,15,34.0654,9.08108,14.36,115.134
3,60,15,22.8796,5.40541,8.92,122.726
3,60,15,4.1826,0,0,0
3,60,15,10.2928,1.08108,2.6,122.096
3,60,15,43.8941,13.3297,19.92,119.02
3,60,15,17.3864,4.32432,5.66,110.485
3,60,15,40.3092,10.5514,16.59,125.969
3,60,15,14.6196,3.24324,4.5,116.4
3,60,15,43.64,8.46486,16.34,117.533
3,60,15,3.6031,0,0,0
3,60,15,25.9547,5.40541,10.12,111.258
3,60,15,46.4514,9.72973,18.47,107.085
3,60,15,26.0004,6.48649,11.23,125.83
3,60,15,55.0548,12.973,22.44,117.195
3,60,15,16.8637,5.94595,6.3,105.536
3,60,15,47.6229,9.72973,19.35,115.005
3,60,15,6.1247,1.62162,1.53,118.907
3,60,15,31.6404,8.10811,11.71,118.977
3,60,15,19.7972,7.02703,7.29,117.709
3,60,15,42.2418,12.4757,18.81,115.679
3,70,15,3.707,0,0,0
3,70,15,25.6279,5.94595,10.77,105.024
3,70,15,4.3324,0.540541,0.31,107.53
3,70,15,51.6594,15.6757,22.96,111.226
3,70,15,22.5158,4.32432,7.59,113.443
3,70,15,45.8981,9.80541,18.03,114.818
3,70,15,17.3105,1.62162,4.94,136.14
3,70,15,39.4753,7.13514,15.53,108.888
3,70,15,17.9468,1.62162,5.45,110.558
3,70,15,36.3901,11.3514,15.64,116.361
3,70,15,15.7763,3.78378,5.91,108.995
3,70,15,4.7958,0.540541,0.38,119.441
3,70,15,21.7727,4.86486,7.76,138.428
3,70,15,23.7553,5.40541,9,111.344
3,70,15,18.9568,3.78378,6.61,109.012
3,70,15,5.9197,1.08108,0.67,101.679
3,70,15,4.2799,0,0.13,0
3,70,15,34.221,6.48649,12.74,110.695
3,70,15,15.7567,3.24324,5.1,104.683
3,70,15,19.7565,5.94595,8.26,126.176
3,75,15,38.6238,11.3514,17.52,126.283
3,75,15,25.8382,7.56757,11.17,120.888
3,75,15,14.3818,1.62162,3.87,107.35
3,75,15,49.2721,10.0108,19.74,110.805
3,75,15,11.2622,4.46486,4.3,115.974
3,75,15,11.8452,1.62162,3.47,112.738
3,75,15,36.8806,8.10811,14.01,110.879
3,75,15,18.2352,5.34054,6.39,110.196
3,75,15,22.0798,6.54054,9.33,117.593
3,75,15,23.9252,3.78378,9.17,109.301
3,75,15,6.8957,1.08108,1.69,114.556
3,75,15,50.1847,9.93514,20.16,111.614
3,75,15,9.0831,2.16216,2.64,110.696
3,75,15,17.6983,4.32432,6.8,104.63
3,75,15,28.0063,5.12432,10.5,103.82
3,75,15,30.8405,4.32432,10.85,114.03
3,75,15,6.4891,2.16216,1.33,113.028
3,75,15,54.0377,13.8595,24.36,113.892
3,75,15,16.0279,4.86486,5.47,113.731
3,75,15,25.2909,8.01081,10.11,126.489
3,80,15,12.8537,2.7027,4.09,114.119
3,80,15,13.8471,1.41622,4.13,111.729
3,80,15,3.9621,0.540541,0.16,111.119
3,80,15,3.8583,0,0.02,0
3,80,15,40.0096,5.94595,14.7,107.204
3,80,15,23.2105,3.24324,7.18,111.456
3,80,15,22.3501,6.63784,8.75,114.695
3,80,15,4.7299,0,0.15,0
3,80,15,20.6883,8.10811,9.22,129.906
3,80,15,18.9173,2.65946,6.29,117.48
3,80,15,40.8998,9.18919,16.11,105.064
3,80,15,20.5871,5.40541,7.5,119.628
3,80,15,24.0048,7.52432,9.59,113.954
3,80,15,32.2549,7.92432,12.6,111.714
3,80,15,17.818,4.29189,6.35,111.182
3,80,15,26.1872,6.27027,10.54,106.221
3,80,15,29.4441,10.2703,12.94,124.674
3,80,15,43.2719,7.65405,15.77,108.993
3,80,15,33.7451,8.10811,13.78,112.068
3,80,15,19.3769,4.68108,7.27,127.872
3,90,15,21.4979,5.40541,9,108.654
3,90,15,3.6587,0,0,0
3,90,15,29.2102,4.32432,10.93,116.53
3,90,15,16.5813,4.32432,5.74,124.816
3,90,15,19.8364,6.33514,7.48,131.76
3,90,15,25.486,6.48649,10.23,110.269
3,90,15,17.0008,3.24324,5.63,108.545
3,90,15,32.2506,9.18919,13.48,114.36
3,90,15,31.7593,6.8,12.29,107.153
3,90,15,23.8302,3.78378,8.32,110.869
3,90,15,43.2821,9.22162,17.68,120.262
3,90,15,44.6072,9.6973,17.06,115.408
3,90,15,53.6941,11.2324,21.39,123.36
3,90,15,40.4762,7.02703,15.97,108.208
3,90,15,17.6382,3.78378,5.92,130.147
3,90,15,60.4738,12.4324,25.76,106.928
3,90,15,18.9851,4.4,7.44,122.967
3,90,15,5.5453,1.08108,0.86,111.861
3,90,15,54.9171,10.4757,22.86,110.141
3,90,15,24.7295,3.78378,8.43,106.135
3,100,15,28.6645,8.10811,11.43,119.648
3,100,15,12.858,4.86486,5.3,115.504
3,100,15,4.0907,0,0.02,0
3,100,15,4.0988,0,0.15,0
3,100,15,8.2141,2.16216,2.24,174.028
3,100,15,90.1646,15.1351,36.32,112.021
3,100,15,24.5043,5.40541,9.19,108.844
3,100,15,61.8846,12.1405,25.8,110.103
3,100,15,27.9936,5.94595,11.14,109.689
3,100,15,52.4047,13.5135,21.5,108.877
3,100,15,14.0811,3.78378,5.49,112.326
3,100,15,52.264,12,22.47,112.288
3,100,15,50.4125,11.4703,21.22,111.603
3,100,15,9.2844,2.16216,2.32,118.699
3,100,15,8.4338,2.7027,2.29,115.747
3,100,15,18.0242,2.16216,5.1,105.189
3,100,15,30.0125,5.94595,11.45,110.531
3,100,15,16.2229,2.7027,5.99,125.947
3,100,15,25.0232,5.72973,9.49,117.892
3,100,15,20.5921,4.98378,7.34,111.541
3,10,20,47.9942,14.6703,19.53,176.134
3,10,20,25.3083,10.8108,11.62,147.146
3,10,20,29.6265,12.4324,13.16,167.87
3,10,20,3.5047,0.540541,0,669.705
3,10,20,19.7022,8.10811,8.61,164.768
3,10,20,37.5334,12.9514,16.57,153.701
3,10,20,4.172,2.7027,0.06,604.857
3,10,20,25.1011,12.973,10.67,209.105
3,10,20,24.8414,10.6595,11.07,177.669
3,10,20,43.1499,13.2432,19.01,129.423
3,10,20,9.6966,5.94595,3.32,198.678
3,10,20,25.9567,10.4108,10.25,195.022
3,10,20,16.0646,8.64865,7.85,179.627
3,10,20,25.8675,10.4865,11.36,178.708
3,10,20,28.7368,13.5135,12.47,185.466
3,10,20,34.67,13.3189,15.47,195.531
3,10,20,26.1389,9.94595,12.4,175.128
3,10,20,4.5096,2.16216,0.13,387.219
3,10,20,40.9811,12.4324,17.06,177.445
3,10,20,5.0389,3.24324,0.25,583.198
3,20,20,30.5671,10.5405,12.69,125.566
3,20,20,11.9637,4.32432,3.97,129.773
3,20,20,9.8833,3.24324,3.55,141.431
3,20,20,6.0656,2.16216,1.13,180.768
3,20,20,46.8214,12.3676,19.89,123.98
3,20,20,21.9433,3.24324,7.73,109.84
3,20,20,30.458,9.67568,13.25,123.148
3,20,20,18.1351,5.62162,7.51,118.903
3,20,20,46.0297,18.9189,22.25,140.359
3,20,20,6.1117,2.24865,1.11,174.825
3,20,20,22.7481,5.40541,8.19,121.186
3,20,20,11.4902,4.86486,3.15,143.323
3,20,20,8.9906,2.16216,1.94,182.269
3,20,20,34.1101,11.3081,15.82,136.794
3,20,20,8.9177,3.42703,2.7,178.812
3,20,20,37.6994,14.0649,18.3,135.395
3,20,20,7.6398,3.78378,2,140.884
3,20,20,20.4281,5.40541,7.62,116.613
3,20,20,34.0847,7.56757,12.21,128.779
3,20,20,28.4419,9.49189,11.92,140.197
3,30,20,21.0683,4.86486,7.93,132.143
3,30,20,21.2587,8.47568,8.47,135.601
3,30,20,8.7904,2.16216,2.14,109.175
3,30,20,4.287,0,0.09,0
3,30,20,17.6323,5.65405,6.3,107.854
3,30,20,24.4295,5.89189,9.43,107.92
3,30,20,16.79,5.02703,7.05,112.948
3,30,20,23.6434,6.48649,9.91,137.576
3,30,20,17.1486,4.55135,6.04,107.859
3,30,20,4.2019,0,0.02,0
3,30,20,30.3888,12.4865,14.25,127.997
3,30,20,21.5871,4.91892,7.46,139.09
3,30,20,29.4097,7.79459,12.1,116.829
3,30,20,25.079,9.66486,11.51,116.114
3,30,20,5.3835,1.08108,0.77,110.235
3,30,20,28.4838,5.94595,11.2,112.095
3,30,20,54.4139,17.6324,25.08,115.383
3,30,20,3.9592,0,0,0
3,30,20,23.1234,8.64865,10.59,122.057
3,30,20,16.4341,5.49189,5.79,120.727
3,40,20,28.8725,11.4811,12.64,122.789
3,40,20,5.7053,1.08108,0.55,123.858
3,40,20,23.3275,7.56757,8.75,126.958
3,40,20,28.2058,5.40541,11.34,116.657
3,40,20,17.4325,5.40541,6.27,118.541
3,40,20,20.6323,5.87027,7.16,104.874
3,40,20,24.7416,5.94595,9.61,119.037
3,40,20,20.876,6.08649,7.94,127.689
3,40,20,21.3698,7.02703,8.65,122.506
3,40,20,8.4396,2.16216,1.81,181.211
3,40,20,18.1788,4.32432,6.79,122.217
3,40,20,43.5828,12.0541,18.77,121.34
3,40,20,35.1608,12.3243,16.43,117.264
3,40,20,8.2075,0.540541,1.62,92.285
3,40,20,36.7214,12.4865,16.01,120.206
3,40,20,41.5987,12.973,18.2,114.333
3,40,20,14.7167,2.7027,5.09,140.304
3,40,20,6.6994,1.08108,1.68,128.414
3,40,20,57.2144,18.3568,26.87,117.114
3,40,20,17.3771,4.86486,7.06,125.21
3,50,20,37.8414,14.3568,17.41,124.769
3,50,20,23.1247,7.02703,9.91,127.393
3,50,20,8.0032,2.7027,2.23,156.465
3,50,20,11.1952,2.16216,2.84,140.844
3,50,20,11.0068,2.16216,3.28,123.832
3,50,20,25.1062,8.25946,10.65,112.781
3,50,20,13.0425,4.86486,5.87,127.751
3,50,20,8.7598,3.51351,2.78,159.278
3,50,20,15.564,7.02703,7.79,134.986
3,50,20,26.0771,7.56757,11.4,122.361
3,50,20,15.531,3.49189,6.28,116.765
3,50,20,34.5074,12.2811,14.53,126.754
3,50,20,7.1776,1.62162,1.59,124.126
3,50,20,23.2636,11.3514,11.12,128.004
3,50,20,31.2913,8.69189,12.51,127.873
3,50,20,4.8806,0,0.03,0
3,50,20,16.2361,4.86486,6.54,124.403
3,50,20,21.0461,7.02703,8.56,124.646
3,50,20,22.6451,5.94595,8.92,109.614
3,50,20,37.6227,11.8919,16.09,124.564
3,60,20,40.5808,15.1351,18.36,118.803
3,60,20,52.4907,15.5459,23.84,115.63
3,60,20,24.9648,7.64324,9.93,115.449
3,60,20,20.8786,4.32432,7.63,115.139
3,60,20,43.7846,17.373,21.19,116.998
3,60,20,7.7805,2.4973,2.28,125.157
3,60,20,35.9925,11.0378,15.58,119.822
3,60,20,25.8731,8.64865,11.12,122.304
3,60,20,7.7636,3.78378,2.87,120.368
3,60,20,33.8793,9.72973,14.49,115.007
3,60,20,23.3257,3.24324,7.15,97.9959
3,60,20,42.0081,15.6216,18.52,107.645
3,60,20,31.9207,10.2703,13.98,111.404
3,60,20,21.1422,5.64324,9.01,129.63
3,60,20,13.1511,4.32432,4.77,113.303
3,60,20,8.3322,3.24324,2.34,136.697
3,60,20,25.7045,8.54054,11.76,111.386
3,60,20,5.7214,0.540541,0.83,112.589
3,60,20,4.7819,0.540541,0.46,120.362
3,60,20,6.1139,1.08108,1.04,111.725
3,70,20,40.5757,9.77297,16.2,113.321
3,70,20,5.4373,1.08108,0.63,118.291
3,70,20,17.9694,4.86486,6.62,120.911
3,70,20,29.8255,8.4973,11.91,116.305
3,70,20,24.3605,7.16757,9.99,111.814
3,70,20,25.1878,5.44865,9.43,109.505
3,70,20,9.9268,1.62162,2.61,109.994
3,70,20,11.2487,3.6,4.36,118.886
3,70,20,34.6144,12.4324,16.23,128.416
3,70,20,16.3323,3.78378,5.47,121.992
3,70,20,18.8279,4.32432,7.02,105.692
3,70,20,27.2386,12.4324,13.52,118.103
3,70,20,4.8625,0.540541,0.19,109.668
3,70,20,15.4962,4.86486,5.56,115.707
3,70,20,29.148,8.90811,12.46,118.162
3,70,20,28.9663,13.5135,13.88,122.646
3,70,20,32.7679,9.51351,13.82,115.601
3,70,20,13.0643,4.55135,4.73,127.316
3,70,20,11.0902,2.16216,2.89,104.241
3,70,20,4.3201,0,0.07,0
3,75,20,49.1213,11.3189,21.73,117.304
3,75,20,5.5875,1.08108,0.66,109.909
3,75,20,4.0448,0,0.13,0
3,75,20,16.0914,3.78378,5.33,111.576
3,75,20,8.9599,3.24324,2.99,113.089
3,75,20,27.878,8.71351,11.76,133.96
3,75,20,30.4998,12.973,14.93,129.693
3,75,20,3.6031,0,0.03,0
3,75,20,17.8009,3.78378,6.32,122.063
3,75,20,39.8697,11.8919,16.63,124.009
3,75,20,61.9358,14.5946,26.19,109.811
3,75,20,17.3419,7.02703,7.34,123.918
3,75,20,45.636,8.52973,18.69,112.669
3,75,20,7.9996,1.62162,1.93,121.97
3,75,20,24.5144,7.02703,9.47,123.877
3,75,20,11.6156,5.72973,4.77,133.963
3,75,20,37.432,14.1189,17.01,117.346
3,75,20,13.6231,5.94595,5.42,119.787
3,75,20,19.7074,5.40541,7.99,111.846
3,75,20,4.1491,0,0,0
3,80,20,16.0815,3.78378,5.6,118.542
3,80,20,20.0262,6.48649,8.31,122.078
3,80,20,17.6997,6.71351,6.84,124.057
3,80,20,5.9595,1.08108,0.86,161.745
3,80,20,25.0603,4.32432,8.68,110.183
3,80,20,27.5614,5.94595,11.41,111.513
3,80,20,14.8489,4.05405,5.49,111.133
3,80,20,16.4771,4.32432,5.76,115.663
3,80,20,22.0996,7.56757,9.75,116.275
3,80,20,14.8922,4.86486,5.33,110.925
3,80,20,9.3264,1.36216,2.3,124.804
3,80,20,25.9023,6.48649,10.11,111.02
3,80,20,24.3272,4.86486,9.45,106.861
3,80,20,13.6771,2.7027,4.17,109.216
3,80,20,21.5828,9.23243,9.53,111.578
3,80,20,6.8624,2.86486,1.69,136.75
3,80,20,30.6821,8.64865,13.49,129.418
3,80,20,4.0153,0,0.05,0
3,80,20,36.8146,10.8108,16.19,115.261
3,80,20,38.7532,15.1351,19.24,117.851
3,90,20,42.4937,13.1351,18.88,111.433
3,90,20,41.6842,9.72973,17.44,114.687
3,90,20,19.5877,6.48649,8.09,112.944
3,90,20,10.2795,2.16216,2.72,120.617
3,90,20,29.1944,7.32973,12.22,114.885
3,90,20,16.2849,3.24324,5.54,115.074
3,90,20,17.3411,4.86486,6.3,105.284
3,90,20,18.1333,3.6,6.83,113.053
3,90,20,23.6923,9.18919,10.18,117.441
3,90,20,12.3765,6.32432,5.39,118.507
