,Promoter,Threshold,Activation,S5PInt,S2PInt,Contact,DistActivation
3869,2,100,20,30.8861,11.891891891891893,19.95,133.5423381921297
3870,2,100,20,3.1552,0.0,0.0,
3871,2,100,20,18.3964,7.902702702702703,11.790000000000001,124.92220804284797
3872,2,100,20,13.1221,5.135135135135135,7.8,114.12593100765166
3873,2,100,20,9.0074,3.2432432432432434,5.35,118.58165019014906
3874,2,100,20,13.2427,6.486486486486487,7.65,112.80830980461845
3875,2,100,20,3.1235,0.0,0.01,
3876,2,100,20,18.7006,8.64864864864865,11.91,120.96022548830756
3877,2,100,20,14.2957,3.7837837837837838,7.590000000000001,113.31261975480656
3878,2,100,20,4.8496,2.1621621621621623,1.73,115.67337046357193
3879,2,100,20,2.9636,0.0,0.01,
3880,2,370,20,49.3494,0.0,25.670000000000005,
3881,2,370,20,46.5688,0.0,24.860000000000003,
3882,2,370,20,40.3211,0.0,18.630000000000003,
3883,2,370,20,76.6591,0.0,38.84,
3884,2,370,20,64.908,0.0,32.54,
3885,2,370,20,69.6112,0.0,35.32,
3886,2,370,20,33.2035,0.0,16.580000000000002,
3887,2,370,20,77.3741,0.0,41.45,
3888,2,370,20,100.8022,0.0,50.260000000000005,
3889,2,370,20,57.5763,0.0,28.829999999999995,
3890,2,370,20,64.0727,0.0,31.589999999999996,
3891,2,370,20,18.2811,0.0,8.6,
3892,2,370,20,70.1674,0.0,40.010000000000005,
3893,2,370,20,20.7247,0.0,9.5,
3894,2,370,20,23.3846,0.0,12.719999999999999,
3895,2,370,20,27.6724,0.0,14.52,
3896,2,370,20,79.1343,0.0,39.85000000000001,
3897,2,370,20,129.5988,0.0,65.83,
3898,2,370,20,64.5006,0.0,32.6,
3899,2,370,20,84.031,0.0,45.0,
3900,2,1,25,4.0677,47.98918918918919,1.19,634.3682696496197
3901,2,1,25,6.8861,45.6,4.680000000000001,535.5017062431806
3902,2,1,25,7.217,45.902702702702705,5.24,513.2338114608406
3903,2,1,25,7.6458,48.31351351351351,4.04,678.72496103169
3904,2,1,25,11.8937,46.21621621621622,9.97,505.27017529041063
3905,2,1,25,5.9083,47.71891891891892,2.56,570.8780001452966
3906,2,1,25,12.4326,48.648648648648646,8.45,539.7132028642843
3907,2,1,25,7.6364,49.210810810810806,4.64,581.3600373538167
3908,2,1,25,15.5242,52.48648648648649,12.84,473.14093560140793
3909,2,1,25,16.0554,45.87027027027027,10.9,489.59040504215784
3910,2,1,25,4.9325,44.0,2.5100000000000002,576.1525850519671
3911,2,1,25,5.2512,44.86486486486487,2.29,545.2519477446003
3912,2,1,25,24.9355,53.156756756756764,19.93,371.2750264470385
3913,2,1,25,5.2931,41.09189189189188,3.3199999999999994,507.98056525920356
3914,2,1,25,17.9787,49.535135135135135,12.939999999999998,473.6992306134524
3915,2,1,25,9.1887,46.22702702702703,6.409999999999999,594.8376656620981
3916,2,1,25,5.5302,41.29729729729729,3.7700000000000005,529.9009852864068
3917,2,1,25,11.1417,48.69189189189189,7.88,513.532035230437
3918,2,1,25,2.818,44.86486486486486,0.42000000000000004,634.4024320604694
3919,2,1,25,9.7832,46.68108108108108,7.35,576.1840747046462
3920,2,10,25,13.273,9.18918918918919,7.540000000000001,214.75802122376197
3921,2,10,25,14.7103,11.36216216216216,10.47,144.30337588291786
3922,2,10,25,19.798,16.216216216216218,13.930000000000001,193.14494459626346
3923,2,10,25,14.6318,10.81081081081081,8.540000000000001,228.69191886432327
3924,2,10,25,3.1749,1.0810810810810811,0.9,189.658146906074
3925,2,10,25,7.6772,5.545945945945946,4.0600000000000005,236.7215890158094
3926,2,10,25,17.8035,10.994594594594593,12.09,147.95369012645358
3927,2,10,25,15.3824,7.027027027027027,8.45,159.88669423167042
3928,2,10,25,13.5233,9.72972972972973,9.23,184.27113716235965
3929,2,10,25,11.5308,7.5675675675675675,6.890000000000001,213.29642882369347
3930,2,10,25,2.7357,0.918918918918919,0.18,215.60032979426
3931,2,10,25,10.8763,11.35135135135135,6.35,199.00892442061155
3932,2,10,25,21.6041,13.005405405405407,15.16,165.43414856449198
